,MT_001,MT_002,MT_003,MT_004,MT_005,MT_006,MT_007,MT_008,MT_009,MT_010,MT_011,MT_012,MT_013,MT_014,MT_015,MT_016,MT_017,MT_018,MT_019,MT_020
2013-01-01 02:45:00,1.26903553299492,23.4708392603129,2.60642919200695,123.983739837398,52.4390243902439,220.238095238095,5.65291124929339,232.323232323232,48.951048951049,73.1182795698925,42.4739195230999,0.0,41.4593698175788,31.2699425654116,0.0,33.5990888382688,54.8068283917341,293.929712460064,9.04522613065327,42.2907488986784
2013-01-01 03:00:00,2.53807106598985,22.7596017069701,2.60642919200695,109.756097560976,50.0,205.357142857143,6.21820237422272,222.222222222222,47.2027972027972,63.4408602150538,46.9448584202683,0.0,34.8258706467662,30.6317804722399,0.0,35.876993166287,52.1114106019766,274.760383386581,7.03517587939699,38.7665198237885
2013-01-01 03:15:00,2.53807106598985,23.4708392603129,2.60642919200695,109.756097560976,47.5609756097561,202.380952380952,5.08762012436405,188.552188552189,50.6993006993007,64.5161290322581,40.2384500745156,0.0,45.6053067993367,29.3554562858966,0.0,33.0296127562642,45.822102425876,281.150159744409,6.53266331658291,38.7665198237885
2013-01-01 03:30:00,1.26903553299492,22.7596017069701,2.60642919200695,105.691056910569,48.780487804878,208.333333333333,4.52232899943471,191.919191919192,52.4475524475525,62.3655913978495,40.983606557377,0.0,47.2636815920398,27.4409700063816,0.0,30.1822323462415,49.4159928122192,274.760383386581,6.53266331658291,37.0044052863436
2013-01-01 03:45:00,2.53807106598985,22.7596017069701,2.60642919200695,103.658536585366,47.5609756097561,187.5,5.08762012436405,181.818181818182,48.951048951049,62.3655913978495,42.4739195230999,0.0,36.4842454394693,27.4409700063816,0.0,28.4738041002278,46.7205750224618,261.980830670927,6.03015075376884,36.1233480176211
2013-01-01 04:00:00,2.53807106598985,22.7596017069701,2.60642919200695,103.658536585366,54.8780487804878,181.547619047619,5.08762012436405,171.717171717172,45.4545454545455,64.5161290322581,38.0029806259314,0.0,36.4842454394693,27.4409700063816,0.0,30.1822323462415,41.329739442947,258.785942492013,5.52763819095477,31.7180616740088
2013-01-01 04:15:00,1.26903553299492,22.7596017069701,2.60642919200695,95.5284552845528,48.780487804878,190.47619047619,3.95703787450537,175.084175084175,40.2097902097902,61.2903225806452,38.0029806259314,0.0,37.3134328358209,28.717294192725,0.0,29.6127562642369,39.5327942497754,246.006389776358,6.03015075376884,31.7180616740088
2013-01-01 04:30:00,2.53807106598985,22.0483641536273,2.60642919200695,101.626016260163,46.3414634146341,190.47619047619,5.08762012436405,178.451178451178,43.7062937062937,61.2903225806452,36.5126676602086,0.0,44.7761194029851,28.0791320995533,0.0,29.6127562642369,36.837376460018,239.61661341853,6.03015075376884,31.7180616740088
2013-01-01 04:45:00,2.53807106598985,22.7596017069701,2.60642919200695,101.626016260163,51.219512195122,169.642857142857,3.95703787450537,198.653198653199,41.958041958042,60.2150537634409,35.7675111773472,0.0,38.1426202321725,29.3554562858966,0.0,30.751708428246,37.7358490566038,236.421725239617,6.03015075376884,28.1938325991189
2013-01-01 05:00:00,2.53807106598985,22.7596017069701,2.60642919200695,87.3983739837398,45.1219512195122,169.642857142857,3.95703787450537,202.020202020202,41.958041958042,61.2903225806452,34.2771982116244,0.0,36.4842454394693,28.0791320995533,0.0,29.6127562642369,37.7358490566038,249.201277955272,6.53266331658291,29.0748898678414
2013-01-01 05:15:00,2.53807106598985,22.7596017069701,2.60642919200695,77.2357723577236,43.9024390243902,163.690476190476,3.95703787450537,205.387205387205,40.2097902097902,60.2150537634409,35.0223546944858,0.0,39.8009950248756,28.717294192725,0.0,30.1822323462415,38.6343216531896,210.862619808307,6.53266331658291,29.9559471365639
2013-01-01 05:30:00,1.26903553299492,22.0483641536273,2.60642919200695,77.2357723577236,42.6829268292683,157.738095238095,3.95703787450537,181.818181818182,40.2097902097902,60.2150537634409,34.2771982116244,0.0,46.4344941956882,28.717294192725,0.0,31.3211845102506,37.7358490566038,220.447284345048,7.53768844221106,29.9559471365639
2013-01-01 05:45:00,2.53807106598985,22.7596017069701,2.60642919200695,83.3333333333333,45.1219512195122,169.642857142857,3.95703787450537,188.552188552189,40.2097902097902,60.2150537634409,34.2771982116244,0.0,45.6053067993367,26.1646458200383,0.0,30.751708428246,37.7358490566038,201.277955271566,5.52763819095477,30.8370044052863
2013-01-01 06:00:00,2.53807106598985,22.7596017069701,2.60642919200695,87.3983739837398,51.219512195122,163.690476190476,3.95703787450537,178.451178451178,38.4615384615385,61.2903225806452,35.0223546944858,0.0,41.4593698175788,28.0791320995533,0.0,31.8906605922551,37.7358490566038,194.888178913738,5.52763819095477,30.8370044052863
2013-01-01 06:15:00,1.26903553299492,22.0483641536273,2.60642919200695,81.3008130081301,47.5609756097561,166.666666666667,4.52232899943471,168.350168350168,40.2097902097902,61.2903225806452,35.7675111773472,0.0,49.7512437810945,25.5264837268666,0.0,30.751708428246,37.7358490566038,220.447284345048,5.52763819095477,37.0044052863436
2013-01-01 06:30:00,2.53807106598985,22.0483641536273,2.60642919200695,81.3008130081301,50.0,163.690476190476,5.65291124929339,175.084175084175,38.4615384615385,64.5161290322581,35.7675111773472,0.0,48.922056384743,24.888321633695,0.0,31.8906605922551,35.9389038634322,201.277955271566,6.03015075376884,36.1233480176211
2013-01-01 06:45:00,1.26903553299492,22.7596017069701,2.60642919200695,79.2682926829268,47.5609756097561,148.809523809524,5.08762012436405,168.350168350168,38.4615384615385,65.5913978494624,34.2771982116244,0.0,38.971807628524,24.888321633695,0.0,30.751708428246,35.9389038634322,207.667731629393,5.52763819095477,36.1233480176211
2013-01-01 07:00:00,2.53807106598985,22.7596017069701,2.60642919200695,81.3008130081301,45.1219512195122,145.833333333333,4.52232899943471,164.983164983165,40.2097902097902,64.5161290322581,35.7675111773472,0.0,31.5091210613599,26.80280791321,0.0,30.1822323462415,39.5327942497754,207.667731629393,6.53266331658291,34.3612334801762
2013-01-01 07:15:00,2.53807106598985,22.0483641536273,2.60642919200695,77.2357723577236,42.6829268292683,145.833333333333,3.95703787450537,161.616161616162,38.4615384615385,66.6666666666667,34.2771982116244,0.0,42.2885572139303,24.888321633695,0.0,31.3211845102506,37.7358490566038,220.447284345048,6.03015075376884,27.3127753303965
2013-01-01 07:30:00,1.26903553299492,22.7596017069701,2.60642919200695,77.2357723577236,36.5853658536585,148.809523809524,4.52232899943471,154.882154882155,38.4615384615385,64.5161290322581,40.2384500745156,0.0,39.8009950248756,26.1646458200383,0.0,29.6127562642369,41.329739442947,230.031948881789,5.52763819095477,37.8854625550661
2013-01-01 07:45:00,2.53807106598985,22.7596017069701,2.60642919200695,65.0406504065041,39.0243902439024,136.904761904762,3.39174674957603,117.845117845118,31.4685314685315,54.8387096774194,33.532041728763,0.0,36.4842454394693,23.6119974473516,0.0,17.0842824601367,34.1419586702606,201.277955271566,4.02010050251256,22.0264317180617
2013-01-01 08:00:00,1.26903553299492,22.7596017069701,2.60642919200695,69.1056910569106,30.4878048780488,133.928571428571,2.82645562464669,127.946127946128,26.2237762237762,50.5376344086021,36.5126676602086,0.0,32.3383084577114,24.888321633695,0.0,17.0842824601367,33.2434860736748,169.329073482428,4.52261306532663,28.1938325991189
2013-01-01 08:15:00,2.53807106598985,22.7596017069701,2.60642919200695,63.0081300813008,28.0487804878049,145.833333333333,2.82645562464669,117.845117845118,43.7062937062937,54.8387096774194,36.5126676602086,0.0,30.6799336650083,22.97383535418,0.0,15.9453302961276,35.9389038634322,188.498402555911,3.51758793969849,25.5506607929515
2013-01-01 08:30:00,3.80710659898477,23.4708392603129,2.60642919200695,77.2357723577236,30.4878048780488,127.97619047619,2.82645562464669,117.845117845118,47.2027972027972,56.989247311828,36.5126676602086,0.0,34.8258706467662,23.6119974473516,0.0,16.5148063781321,36.837376460018,178.913738019169,4.52261306532663,22.9074889867841
2013-01-01 08:45:00,2.53807106598985,23.4708392603129,2.60642919200695,83.3333333333333,31.7073170731707,142.857142857143,3.39174674957603,121.212121212121,45.4545454545455,59.1397849462366,38.0029806259314,0.0,35.6550580431177,22.3356732610083,0.0,19.3621867881549,45.822102425876,185.303514376997,6.03015075376884,22.9074889867841
2013-01-01 09:00:00,3.80710659898477,23.4708392603129,2.60642919200695,79.2682926829268,26.8292682926829,136.904761904762,2.82645562464669,127.946127946128,43.7062937062937,62.3655913978495,38.7481371087928,0.0,34.8258706467662,25.5264837268666,0.0,20.501138952164,43.1266846361186,182.108626198083,6.03015075376884,24.6696035242291
2013-01-01 09:15:00,3.80710659898477,24.8933143669986,2.60642919200695,87.3983739837398,25.609756097561,148.809523809524,2.82645562464669,121.212121212121,48.951048951049,67.741935483871,45.4545454545455,0.0,36.4842454394693,25.5264837268666,0.0,23.9179954441913,44.9236298292902,182.108626198083,6.03015075376884,25.5506607929515
2013-01-01 09:30:00,1.26903553299492,25.6045519203414,2.60642919200695,95.5284552845528,28.0487804878049,151.785714285714,2.82645562464669,134.680134680135,48.951048951049,66.6666666666667,47.6900149031297,0.0,44.7761194029851,25.5264837268666,0.0,23.9179954441913,48.5175202156334,217.252396166134,7.03517587939699,27.3127753303965
2013-01-01 09:45:00,2.53807106598985,26.3157894736842,4.34404865334492,97.5609756097561,29.2682926829268,142.857142857143,2.26116449971735,141.414141414141,61.1888111888112,68.8172043010753,45.4545454545455,0.0,42.2885572139303,25.5264837268666,0.0,33.5990888382688,51.2129380053908,223.642172523962,9.04522613065327,26.431718061674
2013-01-01 10:00:00,2.53807106598985,27.027027027027,3.47523892267593,89.4308943089431,29.2682926829268,166.666666666667,2.82645562464669,141.414141414141,52.4475524475525,65.5913978494624,49.9254843517139,0.0,39.8009950248756,25.5264837268666,0.0,27.3348519362187,57.5022461814915,255.591054313099,8.5427135678392,26.431718061674
2013-01-01 10:15:00,2.53807106598985,29.1607396870555,3.47523892267593,93.4959349593496,30.4878048780488,187.5,3.95703787450537,164.983164983165,62.9370629370629,69.8924731182796,49.1803278688525,0.0,41.4593698175788,27.4409700063816,0.0,29.0432801822323,65.5884995507637,220.447284345048,9.54773869346734,35.2422907488987
2013-01-01 10:30:00,2.53807106598985,29.8719772403983,3.47523892267593,93.4959349593496,35.3658536585366,217.261904761905,3.95703787450537,175.084175084175,61.1888111888112,78.494623655914,49.9254843517139,0.0,43.9469320066335,24.2501595405233,0.0,35.3075170842825,67.3854447439353,255.591054313099,9.04522613065327,37.8854625550661
2013-01-01 10:45:00,2.53807106598985,32.7169274537696,3.47523892267593,99.5934959349593,37.8048780487805,247.02380952381,5.08762012436405,202.020202020202,73.4265734265734,76.3440860215054,50.6706408345753,0.0,33.9966832504146,27.4409700063816,0.0,37.0159453302961,72.7762803234501,236.421725239617,8.04020100502512,34.3612334801762
2013-01-01 11:00:00,2.53807106598985,32.7169274537696,3.47523892267593,93.4959349593496,40.2439024390244,229.166666666667,3.95703787450537,198.653198653199,66.4335664335664,73.1182795698925,51.4157973174367,0.0,28.1923714759536,27.4409700063816,0.0,33.0296127562642,70.9793351302785,261.980830670927,9.54773869346734,39.647577092511
2013-01-01 11:15:00,2.53807106598985,34.1394025604552,3.47523892267593,103.658536585366,48.780487804878,261.904761904762,6.21820237422272,188.552188552189,59.4405594405594,80.6451612903226,59.6125186289121,0.0,29.0215588723051,28.0791320995533,0.0,37.5854214123007,71.8778077268643,287.539936102236,11.5577889447236,40.5286343612335
2013-01-01 11:30:00,3.80710659898477,34.850640113798,3.47523892267593,126.016260162602,52.4390243902439,303.571428571429,6.78349349915206,225.589225589226,59.4405594405594,81.7204301075269,55.1415797317437,0.0,32.3383084577114,26.80280791321,0.0,41.5717539863326,74.5732255166217,284.345047923323,8.5427135678392,40.5286343612335
2013-01-01 11:45:00,2.53807106598985,37.6955903271693,3.47523892267593,126.016260162602,47.5609756097561,312.5,4.52232899943471,242.424242424242,64.6853146853147,83.8709677419355,45.4545454545455,0.0,35.6550580431177,26.1646458200383,0.0,41.002277904328,69.1823899371069,274.760383386581,10.0502512562814,41.4096916299559
2013-01-01 12:00:00,1.26903553299492,37.6955903271693,3.47523892267593,126.016260162602,41.4634146341463,306.547619047619,7.91407574901074,265.993265993266,61.1888111888112,77.4193548387097,55.8867362146051,0.0,32.3383084577114,26.1646458200383,0.0,46.6970387243736,80.8625336927224,319.488817891374,8.5427135678392,43.1718061674009
2013-01-01 12:15:00,2.53807106598985,39.1180654338549,3.47523892267593,123.983739837398,48.780487804878,300.595238095238,5.65291124929339,259.259259259259,57.6923076923077,79.5698924731183,59.6125186289121,0.0,36.4842454394693,28.717294192725,0.0,46.127562642369,83.5579514824798,303.514376996805,9.04522613065327,40.5286343612335
2013-01-01 12:30:00,3.80710659898477,38.4068278805121,3.47523892267593,126.016260162602,50.0,309.52380952381,3.95703787450537,228.956228956229,59.4405594405594,76.3440860215054,55.1415797317437,0.0,29.0215588723051,29.3554562858966,0.0,48.4054669703872,78.167115902965,290.73482428115,9.54773869346734,44.9339207048458
2013-01-01 12:45:00,1.26903553299492,39.1180654338549,3.47523892267593,142.276422764228,46.3414634146341,261.904761904762,5.08762012436405,228.956228956229,55.9440559440559,69.8924731182796,48.4351713859911,0.0,34.8258706467662,35.0989151244416,0.0,54.1002277904328,68.2839173405211,274.760383386581,9.04522613065327,44.0528634361233
2013-01-01 13:00:00,3.80710659898477,38.4068278805121,3.47523892267593,136.178861788618,40.2439024390244,250.0,3.95703787450537,188.552188552189,55.9440559440559,61.2903225806452,40.983606557377,0.0,33.167495854063,28.0791320995533,0.0,47.2665148063781,65.5884995507637,226.837060702875,8.5427135678392,42.2907488986784
2013-01-01 13:15:00,2.53807106598985,37.6955903271693,3.47523892267593,138.211382113821,41.4634146341463,220.238095238095,4.52232899943471,164.983164983165,47.2027972027972,63.4408602150538,40.2384500745156,0.0,33.167495854063,29.3554562858966,0.0,46.127562642369,68.2839173405211,201.277955271566,8.04020100502512,44.9339207048458
2013-01-01 13:30:00,2.53807106598985,34.1394025604552,3.47523892267593,113.821138211382,43.9024390243902,211.309523809524,5.08762012436405,168.350168350168,57.6923076923077,65.5913978494624,39.4932935916542,0.0,41.4593698175788,28.0791320995533,0.0,43.2801822323462,64.6900269541779,188.498402555911,7.03517587939699,38.7665198237885
2013-01-01 13:45:00,3.80710659898477,33.4281650071124,4.34404865334492,93.4959349593496,41.4634146341463,187.5,5.08762012436405,171.717171717172,43.7062937062937,62.3655913978495,37.25782414307,0.0,33.167495854063,28.717294192725,0.0,38.1548974943052,60.1976639712489,201.277955271566,8.04020100502512,38.7665198237885
2013-01-01 14:00:00,2.53807106598985,32.7169274537696,4.34404865334492,93.4959349593496,36.5853658536585,175.595238095238,3.95703787450537,185.185185185185,47.2027972027972,58.0645161290323,39.4932935916542,0.0,34.8258706467662,31.2699425654116,0.0,34.1685649202733,60.1976639712489,204.472843450479,8.5427135678392,37.8854625550661
2013-01-01 14:15:00,2.53807106598985,29.8719772403983,4.34404865334492,105.691056910569,34.1463414634146,178.571428571429,3.39174674957603,178.451178451178,40.2097902097902,63.4408602150538,38.7481371087928,0.0,38.971807628524,32.5462667517549,0.0,33.0296127562642,54.8068283917341,214.05750798722,10.0502512562814,38.7665198237885
2013-01-01 14:30:00,3.80710659898477,31.2944523470839,4.34404865334492,99.5934959349593,34.1463414634146,175.595238095238,3.95703787450537,185.185185185185,43.7062937062937,55.9139784946237,35.0223546944858,0.0,42.2885572139303,32.5462667517549,0.0,27.9043280182232,65.5884995507637,207.667731629393,9.04522613065327,34.3612334801762
2013-01-01 14:45:00,3.80710659898477,29.1607396870555,4.34404865334492,87.3983739837398,36.5853658536585,178.571428571429,3.39174674957603,178.451178451178,45.4545454545455,59.1397849462366,38.0029806259314,0.0,32.3383084577114,31.2699425654116,0.0,26.7653758542141,59.2991913746631,246.006389776358,11.5577889447236,33.4801762114537
2013-01-01 15:00:00,2.53807106598985,29.1607396870555,4.34404865334492,89.4308943089431,36.5853658536585,196.428571428571,3.95703787450537,168.350168350168,34.965034965035,55.9139784946237,38.0029806259314,0.0,25.7048092868988,31.9081046585833,0.0,27.3348519362187,56.6037735849057,230.031948881789,12.0603015075377,37.8854625550661
2013-01-01 15:15:00,5.0761421319797,28.4495021337127,4.34404865334492,89.4308943089431,36.5853658536585,178.571428571429,3.39174674957603,151.515151515152,41.958041958042,58.0645161290323,35.0223546944858,0.0,34.8258706467662,28.717294192725,0.0,30.751708428246,63.7915543575921,249.201277955272,12.0603015075377,37.0044052863436
2013-01-01 15:30:00,1.26903553299492,27.7382645803698,4.34404865334492,97.5609756097561,37.8048780487805,196.428571428571,3.39174674957603,164.983164983165,40.2097902097902,55.9139784946237,39.4932935916542,0.0,33.167495854063,29.3554562858966,0.0,24.4874715261959,55.7053009883199,239.61661341853,10.5527638190955,30.8370044052863
2013-01-01 15:45:00,3.80710659898477,27.027027027027,4.34404865334492,89.4308943089431,39.0243902439024,172.619047619048,2.82645562464669,175.084175084175,33.2167832167832,58.0645161290323,41.7287630402384,0.0,35.6550580431177,29.3554562858966,0.0,28.4738041002278,59.2991913746631,207.667731629393,11.0552763819095,33.4801762114537
2013-01-01 16:00:00,2.53807106598985,27.027027027027,4.34404865334492,91.4634146341463,37.8048780487805,181.547619047619,2.26116449971735,191.919191919192,38.4615384615385,64.5161290322581,40.2384500745156,0.0,29.0215588723051,28.717294192725,0.0,27.3348519362187,52.1114106019766,188.498402555911,10.5527638190955,32.5991189427313
2013-01-01 16:15:00,2.53807106598985,27.027027027027,4.34404865334492,91.4634146341463,40.2439024390244,175.595238095238,2.26116449971735,195.286195286195,45.4545454545455,61.2903225806452,43.2190760059612,0.0,32.3383084577114,28.0791320995533,0.0,28.4738041002278,49.4159928122192,188.498402555911,9.04522613065327,31.7180616740088
2013-01-01 16:30:00,3.80710659898477,26.3157894736842,4.34404865334492,85.3658536585366,37.8048780487805,175.595238095238,2.26116449971735,178.451178451178,50.6993006993007,63.4408602150538,43.9642324888227,0.0,31.5091210613599,30.6317804722399,0.0,29.0432801822323,53.0098831985624,194.888178913738,9.04522613065327,28.1938325991189
2013-01-01 16:45:00,1.26903553299492,26.3157894736842,4.34404865334492,89.4308943089431,39.0243902439024,196.428571428571,1.69587337478802,188.552188552189,43.7062937062937,65.5913978494624,44.709388971684,0.0,35.6550580431177,32.5462667517549,0.0,31.3211845102506,53.0098831985624,210.862619808307,9.04522613065327,25.5506607929515
2013-01-01 17:00:00,2.53807106598985,25.6045519203414,4.34404865334492,87.3983739837398,43.9024390243902,187.5,2.26116449971735,191.919191919192,43.7062937062937,61.2903225806452,43.9642324888227,0.0,31.5091210613599,30.6317804722399,0.0,31.8906605922551,54.8068283917341,207.667731629393,8.5427135678392,23.7885462555066
2013-01-01 17:15:00,1.26903553299492,26.3157894736842,3.47523892267593,95.5284552845528,51.219512195122,181.547619047619,1.69587337478802,205.387205387205,38.4615384615385,64.5161290322581,41.7287630402384,0.0,34.8258706467662,33.1844288449266,0.0,31.3211845102506,58.4007187780773,198.083067092652,8.5427135678392,27.3127753303965
2013-01-01 17:30:00,1.26903553299492,25.6045519203414,3.47523892267593,103.658536585366,51.219512195122,199.404761904762,2.82645562464669,218.855218855219,48.951048951049,73.1182795698925,43.2190760059612,0.0,46.4344941956882,32.5462667517549,0.0,35.876993166287,63.7915543575921,207.667731629393,8.04020100502512,28.1938325991189
2013-01-01 17:45:00,1.26903553299492,25.6045519203414,3.47523892267593,107.723577235772,64.6341463414634,202.380952380952,3.95703787450537,249.158249158249,59.4405594405594,88.1720430107527,52.1609538002981,0.0,42.2885572139303,33.1844288449266,0.0,45.5580865603645,70.9793351302785,249.201277955272,12.0603015075377,31.7180616740088
2013-01-01 18:00:00,1.26903553299492,26.3157894736842,3.47523892267593,123.983739837398,53.6585365853659,232.142857142857,3.95703787450537,265.993265993266,61.1888111888112,92.4731182795699,50.6706408345753,0.0,42.2885572139303,33.8225909380983,0.0,44.4191343963554,73.6747529200359,258.785942492013,12.5628140703518,37.0044052863436
2013-01-01 18:15:00,2.53807106598985,25.6045519203414,3.47523892267593,132.113821138211,56.0975609756098,247.02380952381,4.52232899943471,269.360269360269,69.9300699300699,81.7204301075269,57.3770491803279,0.0,51.4096185737977,36.3752393107849,0.0,49.5444191343964,66.4869721473495,242.811501597444,11.0552763819095,37.8854625550661
2013-01-01 18:30:00,1.26903553299492,27.027027027027,4.34404865334492,132.113821138211,54.8780487804878,267.857142857143,5.08762012436405,252.525252525253,71.6783216783217,82.7956989247312,58.1222056631893,0.0,48.0928689883914,38.9278876834716,0.0,54.6697038724374,67.3854447439353,277.955271565495,11.0552763819095,44.0528634361233
2013-01-01 18:45:00,2.53807106598985,27.027027027027,3.47523892267593,136.178861788618,56.0975609756098,264.880952380952,5.08762012436405,292.929292929293,69.9300699300699,88.1720430107527,64.8286140089419,0.0,36.4842454394693,36.3752393107849,0.0,50.1138952164009,74.5732255166217,281.150159744409,10.5527638190955,43.1718061674009
2013-01-01 19:00:00,1.26903553299492,27.027027027027,3.47523892267593,138.211382113821,59.7560975609756,270.833333333333,5.08762012436405,269.360269360269,76.9230769230769,91.3978494623656,66.3189269746647,0.0,32.3383084577114,38.9278876834716,0.0,50.1138952164009,74.5732255166217,274.760383386581,11.5577889447236,44.0528634361233
2013-01-01 19:15:00,1.26903553299492,27.027027027027,3.47523892267593,152.439024390244,60.9756097560976,300.595238095238,6.78349349915206,276.094276094276,94.4055944055944,91.3978494623656,66.3189269746647,0.0,40.6301824212272,36.3752393107849,0.0,51.8223234624146,79.0655884995508,303.514376996805,12.5628140703518,51.9823788546256
2013-01-01 19:30:00,2.53807106598985,26.3157894736842,4.34404865334492,168.69918699187,64.6341463414634,279.761904761905,7.91407574901074,276.094276094276,82.1678321678322,91.3978494623656,67.8092399403875,0.0,42.2885572139303,37.6515634971283,0.0,51.8223234624146,75.4716981132076,293.929712460064,13.5678391959799,44.9339207048458
2013-01-01 19:45:00,1.26903553299492,25.6045519203414,5.2128583840139,166.666666666667,73.1707317073171,285.714285714286,6.78349349915206,272.727272727273,82.1678321678322,100.0,68.5543964232489,0.0,37.3134328358209,37.0134014039566,0.0,51.25284738041,72.7762803234501,290.73482428115,11.5577889447236,42.2907488986784
2013-01-01 20:00:00,2.53807106598985,26.3157894736842,4.34404865334492,168.69918699187,81.7073170731707,276.785714285714,5.65291124929339,276.094276094276,83.9160839160839,101.075268817204,64.0834575260805,0.0,42.2885572139303,36.3752393107849,0.0,48.4054669703872,67.3854447439353,293.929712460064,12.5628140703518,40.5286343612335
2013-01-01 20:15:00,1.26903553299492,28.4495021337127,4.34404865334492,176.829268292683,78.0487804878049,267.857142857143,7.3487846240814,299.6632996633,85.6643356643357,97.8494623655914,71.5350223546945,0.0,40.6301824212272,37.6515634971283,0.0,61.503416856492,73.6747529200359,376.996805111821,13.0653266331658,53.7444933920705
2013-01-01 20:30:00,1.26903553299492,27.7382645803698,4.34404865334492,215.447154471545,74.390243902439,273.809523809524,7.91407574901074,306.397306397306,78.6713286713287,98.9247311827957,73.0253353204173,0.0,41.4593698175788,40.8423739629866,0.0,62.0728929384966,69.1823899371069,376.996805111821,13.5678391959799,49.3392070484581
2013-01-01 20:45:00,2.53807106598985,27.027027027027,4.34404865334492,205.284552845528,79.2682926829268,282.738095238095,6.78349349915206,319.86531986532,64.6853146853147,97.8494623655914,69.2995529061103,0.0,39.8009950248756,37.6515634971283,0.0,60.9339407744875,73.6747529200359,396.166134185304,11.5577889447236,51.1013215859031
2013-01-01 21:00:00,1.26903553299492,27.7382645803698,4.34404865334492,201.219512195122,85.3658536585366,309.52380952381,6.78349349915206,323.232323232323,57.6923076923077,96.7741935483871,72.2801788375559,0.0,38.971807628524,40.8423739629866,0.0,56.378132118451,74.5732255166217,405.750798722045,13.0653266331658,57.2687224669604
2013-01-01 21:15:00,2.53807106598985,27.027027027027,4.34404865334492,172.764227642276,87.8048780487805,291.666666666667,5.65291124929339,289.56228956229,61.1888111888112,90.3225806451613,73.7704918032787,0.0,45.6053067993367,43.3950223356733,0.0,49.5444191343964,74.5732255166217,335.463258785943,13.0653266331658,60.7929515418502
